id,word_id,ice,eng,answ_1,answ_2
e51321a7,1,hestur,horse,,
e51321a7,2,hundur,dog,,
e51321a7,3,köttur,cat,,
e51321a7,4,fugl,bird,,
e51321a7,5,fiskur,fish,,
