id,word_id,ice,eng,answ_1,answ_2
18978687,1,framkvæmd,implementation ,,
18978687,2,neysla,consumption,,
18978687,3,forystumaður,leader,,
18978687,4,skynjun,perception,,
18978687,5,viðhorf,attitude,,
18978687,6,ávinningur,benefit,,
18978687,7,auðmýkt,humility,,
18978687,8,yfirvöld,authorities,,
18978687,9,geðshræring,emotion,,
18978687,10,ábyrgð,responsibility,,
18978687,11,siðferði,ethics,,
18978687,12,hugleiðing,meditation,,
18978687,13,forsendur,assumptions,,
18978687,14,viðnám,resistance,,
18978687,15,yfirborð,surface,,
18978687,16,vitund,awareness,,
18978687,17,takmörk,limits,,
18978687,18,hugrekki,courage,,
18978687,19,tilfinning,feeling,,
18978687,20,örvænting,despair,,
18978687,21,framfarir,progress,,
18978687,22,endurreisn,reconstruction,,
18978687,23,áhrif,influence,,
18978687,24,einföldun,simplification,,
18978687,25,umbreyting,transformation,,
18978687,26,rökfræði,logic,,
18978687,27,þátttaka,participation,,
18978687,28,áskorun,challenge,,
18978687,29,lausn,solution,,
18978687,30,sambúð,coexistence,,
18978687,31,miðlun,mediation,,
18978687,32,hlutverk,function,,
18978687,33,viðbrögð,reactions,,
18978687,34,siðspilling,corruption,,
18978687,35,arfleifð,heritage,,
18978687,36,markmið,objective,,
18978687,37,áhrifaríkur,influential,,
18978687,38,hvatning,motivation,,
18978687,39,samkennd,empathy,,
18978687,40,úlfaldi,camel,,
18978687,41,tungl,moon,,
18978687,42,logi,flame,,
18978687,43,bros,smile,,
18978687,44,hákarl,shark,,
18978687,45,vindlingur,cigar,,
18978687,46,sími,phone,,
18978687,47,sauðfé,sheep,,
18978687,48,skammbyssa,pistol,,
18978687,49,ljósmynd,photo,,
18978687,50,veski,purse,,
